,user_a,user_b
3356,áo này bao nhiêu v?y?,300k
3357,N?u mua di?n tho?i thì mình nên dùng IOS hay Android,IOS v?n t?t
3358,B?n hay mua d? ? dâu ?,G?p dâu sale vào dó mua
3359,Có hay mua d? secondhand không ?,Có
3360,mua iphone 12 chua?,tao dô?i qua iphone 13 rô`i
3361,samsung hay iphone?,ha~ng na`o cu~ng tô´t
3362,nên mua a´o na`y không?,a´o na`y duo?c do´
3363,a´o tao ra´ch rô`i,mua ca´i mo´i di
3364,diê?n thoa?i na`o chu?p hi`nh xi?n?,iphone
3365,mua iphone không,không
3366,Mua samsung s10 không tao bán nè,cho tao xem
3367,mua iphone 10 không tao bán,cho tao xem dã
3368,mua áo so mi không tao bán,Size bao nhiêu
3369,samsung hay iphone t?t hon,samsung
3370,mua áo hàng hi?u không tao bán nè,cho tao xem di
3371,"có 4 tri?u c?n di?n tho?i có th? ch?p hình t?t, lu?t web, t?i du?c nhi?u ?ng d?ng thì mua gì?",Ch?n Xiaomi redmi note 8 di
3372,t? sinh viên mu?n di?n tho?i android sang ch?nh m?i ra?,ch?n Samsung Galaxy A12 di
3373,là con gái c?n di d? ti?c hoi m?p ph?i m?c d? gì?,m?c d?m hoi xi?t eo d? d?u b?ng á
3374,T? mu?n mua laptop m?i ?,Macbook di
3375,T?c d? máy nhu th? nào ?,C?c m?nh
3376,Giá bao nhiêu ?,50 tri?u
3377,T? mu?n mua qu?n áo T?t ?,Mua áo dài di
3378,Áo dài cách tân hay truy?n th?ng ?,Cách Tân
3379,Giá bao nhiêu ?,500.000 d
3380,di xem phim không ?,h?t ti?n r?i
3381,di làm không ?,làm bi?ng l?m
3382,di trà s?a không ?,di mà mày bao
3383,di mua d? t?t không ?,di
3384,di nh?u không ?,qu?t
3385,di du l?ch không ?,di dâu
3386,crush d?o này sao r?i ?,ai bi?t nó
3387,t? tình chua ?,r?i
3388,uncrush chua ?,r?i
3389,nào chia tay ?,m?t
3390,crush có thích mày không ?,không
3391,di choi net không?,oke
3392,ch? nh?t dá banh không?,không
3393,mày làm gì vào lúc r?nh?,"d?c sách, nghe nh?c"
3394,mày hay di cà phê ? dâu?,? C?ng cà phê
3395,mày có b?n gái chua?,r?i
3396,b?n gái mày h?c tru?ng nào?,tru?ng Hùng Vuong
3397,có hay d?n b?n gái di choi không?,ngày nào r?nh thì d?n di
3398,mày hay d?n b?n gái di dâu choi?,di coi phim
3399,crush mày bi?t mày thích nó không?,không
3400,Lúc r?nh hay làm gì?,Ði choi
3401,Choi gì?,"An u?ng, choi game"
3402,? dâu,Ngoài du?ng
3403,Có hay n?u an không?,Th?nh tho?ng
3404,N?u món gì?,Mì tôm
3405,Mày có crush không?,Có
3406,Ai v?y?,B?n chung l?p
3407,Ð?p trai không?,T?t nhiên là d?p
3408,Ði choi chung chua?,R?i
3409,Nó có thích mày không?,Không bi?t
3410,Lúc rãnh b?n thu?ng làm gì?,Ði cafe
3411,B?n có hay nghe nh?c lúc rãnh r?i?,Th?nh tho?ng
3412,V?y b?n thu?ng di cafe ? dâu?,G?n nhà
3413,B?n thu?ng di v?i ai?,B?n bè
3414,Ngoài di café m?i lúc rãnh thì b?n còn thú vui nào không?,Còn
3415,Ðó là gì?,Xem phim
3416,B?n thích m?u ngu?i nhu th? nào?,"?m áp, thông minh."
3417,Khi h?n hò b?n thích di nh?ng noi nhu th? nào?,Noi náo nhi?t.
3418,B?n có hay di xem phim chi?u r?p v?i b?n trai không?,Th?nh tho?ng
3419,Còn b?n dã có ngu?i yêu chua?,Chua
3420,B?n có dang thích ai không?,Có
3421,C?u ?y là ngu?i nhu th? nào?,Là ngu?i thông minh
3422,B?n có d?nh t? tình v?i c?u ?y trong th?i gian t?i không?,Có
3423,ra?nh di dâu?,di an
3424,nghe nha?c không?,nghe chu´
3425,co´ ve~ lu´c ra?nh không?,không bao gio`
3426,nâ´u an hay do?c sa´ch,do?c sa´ch
3427,di an dâu gio`?,KFC di
3428,ma`y thi´ch con ga´i nhu na`o?,thi´ch con ga´i dê~ thuong
3429,thi´ch ba?n trai deo ma´t kiê´ng không?,co´ thi´ch
3430,ba?n do´ tên gi`?,tên Long
3431,la`m sao dê? ba?n do´ thi´ch mi`nh?,ba`y to? di
3432,nên lâ`n dâ`u he?n ho` không?,thu? cho biê´t
3433,Ðang làm gì á?,Ng?i không thôi
3434,R?nh r?i v?y không có gì làm à?,Chút n?a di an v?t u?ng cà phê.
3435,Lúc rãnh c?u u?ng cà phê à ?,?. Cho thu giãn ?y mà.
3436,Ra quán cà phê nghe nh?c u ?,Yên tinh l?m.
3437,R?nh r?i có làm gì khác không?,Lâu lâu có di xem phim ho?c phu?t.
3438,Ði m?t mình à?,Không. Ði v?i b?n bè này kia.
3439,Hay xem phim ? r?p hay ? nhà?,Xem ? r?p cho dã
3440,B?a nào di xem phim chung không ?,Có phim hay thì di coi.
3441,D?o này sao r?i?,Ðang bu?n
3442,Th?t tình à?,?
3443,Thích con nào?,Nhân viên ? quán cà phê tao hay d?n.
3444,Làm quen chua?,Quen lâu r?i. Quán quen mà.
3445,Thích nó ch? nào?,T? vóc dáng d?n tính cách.
3446,Nó d? thuong l?m à ?,?
3447,R?i sao bu?n?,T? tình nó mà nó b?o chua quy?t d?nh du?c
3448,Tính ti?p t?c không?,Ð?n khi nào nó dua ra câu tr? l?i thì thôi.
3449,cu?i tu?n có di dâu choi không?,? nhà ng?
3450,mày không di choi à?,bài t?p còn nhi?u l?m
3451,di công viên nu?c không mày?,không mày
3452,mày thu?ng làm gì vào cu?i tu?n?,? nhà xem phim
3453,mày d?nh làm gì vào ch? nh?t?,di mua s?m
3454,hè có di dâu choi không?,di du l?ch
3455,có di phu?t v?i t?i nó không?,có ch?
3456,lúc r?nh thì mày làm gì?,nghe nh?c
3457,r?nh thì làm gì?,choi v?i mèo
3458,nên làm gì khi b? crush t? ch?i?,quên nó di
3459,mày nghi nó thích tao không?,ch?c là có
3460,làm sao d? crush thích mình?,gây ?n tu?ng t?t
3461,có nên thay d?i vì crush không?,hãy là chính mình
3462,mày nghi tao có co h?i không?,có nha
3463,làm sao d? t?o ?n tu?ng t?t v?i crush?,nói v? nh?ng di?u nó thích
3464,sao nó không thích tao?,mày không ph?i gu nó
3465,làm gì khi crush có ngu?i yêu?,crush ngu?i khác
3466,r?nh làm gì?,choi game ho?c xem phim
3467,thích coi phim nào?,hành d?ng
3468,phim thích nh?t là phim gì?,avenger end game
3469,thích ra ngoài du?ng choi không?,có
3470,có di choi v?i b?n không?,có
3471,làm gì d? crush ?n tu?ng?,t?o c?m giác an tâm cho ngu?i ta
3472,nói chuy?n gì v?i crush dây?,nói cái gì 2 bay thích?
3473,hay di dâu choi v?i ngu?i yêu?,an v?i xem phim
3474,thích ngu?i nhu th? nào?,t? l?p
3475,thích b?t cá 2 tay không?,không
3476,lúc rãnh b?n thu?ng làm gì?,mình thu?ng di choi
3477,b?n thu?ng di choi ? dâu?,mình thu?ng di choi net
3478,b?n có làm cái khác ngoài vi?c trên không?,có mình thu?ng di choi v?i b?n bè
3479,n?u b?n không di ra ngoài thì lúc rãnh b?n làm gì?,mình d?c truy?n xem phim
3480,ngoài làm vi?c gi?i trí lúc rãnh b?n còn làm gì n?a không?,mình xem bài h?c cho ngày mai
3481,b?n có hay di ra ngoài an u?ng không?,có mình hay di an v?i b?n bè
3482,b?n có crush chua?,mình chua có crush
3483,b?n thích ngu?i nhu th? nào?,mình thích ngu?i hi?n lành
3484,m?u ngu?i lý tu?ng c?a b?n là gì?,"là ngu?i ho?t bát,vui v?, hi?n lành"
3485,khi nào b?n có d? d?nh v? ngu?i yêu?,khi mình h?c xong
3486,b?n thích con trai hay con gái?,mình thích con gái
3487,rãnh làm gì ?,choi game
3488,rãnh có di cafe không ?,không
3489,thích dá bóng không ?,có
3490,thích choi game hon hay dá bóng hon ?,choi game
3491,rãnh hay di dâu ?,ch?y b?
3492,b? mày hay d?i không ?,có
3493,rãnh hay di dâu v?i b? ?,di shopping
3494,có hay t?ng b? mày cái gì không ?,có
3495,di dà l?t v?i b? chua ?,chua
3496,s? chia tay v?i b? không ?,có
3497,rãnh thì làm gì?,choi game
3498,rãnh có di choi không?,lâu lâu di
3499,có thích d?c sách khi rãnh không?,không thích
3500,rãnh không ng? h??,có ch?
3501,rãnh v?y di choi v?i tôi di?,không di
3502,m?u ngu?i yêu là gì?,d?p
3503,có b? chua?,chua có
3504,ai dám yêu mày?,mày <3
3505,có thích trai giàu không?,không
3506,yêu trai Hà N?i ch??,yêu luôn
3507,Êu Ch? Nh?t ngh? mày làm gì th? ?,Tao choi game
3508,Choi ? dâu ?,Choi ? nhà ch? ? dâu
3509,?a có choi game này không ?,Không m
3510,"Bu?n th?, Ch? Nh?t ra net di",Tao lu?i l?m
3511,"Ði, t bao",Oke luôn
3512,Êu Huong cái Qu?nh thích an gì th? ?,Qu?nh thích an bánh tráng tr?n
3513,R?i d? u?ng thì sao ?,Ch?c là trà t?c
3514,Oke c?m on mày nhá,Sao mày h?i v? cái Qu?nh v?y ?
3515,À thì t th?y Qu?nh m?t,Á à thì ra mày crush Qu?nh ph?i không ?
3516,? thì cung có chút mà mày thân v?i Qu?nh nên t m?i h?i,Oke he he
3517,Lúc r?nh mày làm gì?,Ð?c sách
3518,Lúc r?nh mày có di dâu không?,Ðôi khi
3519,Mày thích di dâu nh?t khi r?nh?,Ti?m cà phê
3520,Có thích an u?ng khi r?nh?,Ðang mu?n th? dây
3521,Mày thích nh?t là ? dâu khi r?nh?,? nhà ch? ? dâu
3522,Thích làm gì nh?t khi r?nh?,Ð?c sách
3523,Mày có t?p th? d?c không?,Có
3524,T?p th? d?c khi r?nh?,Thu?ng xuyên luôn
3525,Có di du l?ch khi r?nh?,N?u có ti?n ch?
3526,Thích ? v?i gia dình khi r?nh?,Ði?u hi?n nhiên
3527,Mày có thích ai chua?,Ðã t?ng
3528,M?u b?n d?i mày nhu nào?,"Ð?p, siêng nang, có chí"
3529,Crush mày nhu nào th??,Ð?p trai l?m mày ?
3530,Mày có tính ? d?c thân bao gi??,Nhi?u l?n l?m mày oi
3531,Mày có thích ngu?i d?ng gi?i?,Tao nghi là không th?
3532,Mày có quan di?m gì v? LGBT?,Không có quan di?m
3533,Mày có bao gi? thích b?n thân?,Có l?
3534,Mày t?ng b? dá?,T?t nhiên r?i
3535,Mày t?ng bu?n vì ai dó?,Nhi?u l?m mày ?
3536,Quan di?m v? trà xanh?,Ghét
3537,r?nh mày làm gì?,"choi game, nghe nh?c"
3538,Mày hay di xem phim không?,th?nh tho?ng
3539,mày xem phim ? dâu?,CGV
3540,mày choi game gì?,GTAV
3541,Mày nghe th? lo?i nào?,Rap
3542,Crush mày bi?t mày thích nó không?,Tr? nó ai cung bi?t
3543,T?ng gì cho crush?,chân thành
3544,Mày có ngu?i yêu?,Không
3545,crush t? ch?i thì làm gì?,fix bug
3546,Gu mày là gì?,D? thuong
3547,c?u có r?nh không?,mình r?nh
3548,di xem phim nhé?,ok
3549,di an t?i v?i mình di?,yes
3550,t?i nay di xem bóng dá nhé?,dang b?n h?c bài
3551,di d?o di mày?,dang b?n
3552,tao th?t tình,di nh?u nhé
3553,mu?n yêu con nh? dó?,cua d? di
3554,nh? dó bao nhiêu tu?i?,nó 21
3555,nh? dó d?p quá?,d?ng mo
3556,mu?n tán nh? Lan?,nó có ngu?i yêu r?i
3557,rãnh thu?ng làm gì ?,"ng?, di Café"
3558,ch? cafe ua thích?,nh?ng quán l? du?ng.
3559,li?t kê vài ti?m Café ung ý?,the banned.
3560,có choi game không?,có nhung ít khi choi.
3561,"dang crush 1 b?n, sao dây?",t?i thôi.
3562,lúc r?nh thì mày làm gì ?,làm nhi?u vi?c l?m
3563,nói tao nghe du?c không ?,"xem tivi, choi game và nghe nh?c"
3564,có di ra ngoài choi không ?,b?n r? tao m?i di
3565,h?i cái này có chi không v?y ?,d? làm kh?o sát cho môn tao dang h?c
3566,không có gì n?a thì thôi nha ?,ok
3567,tâm s? chuy?n tình c?m v?i tao di ?,cung du?c
3568,"tao dang crush 1 b?n, ch? tao cách b?t chuy?n?",d? mà
3569,h?c khoa nào ?,khoa lao d?ng công doàn
3570,g?p ? dâu ?,lúc h?c thái d? s?ng 3
3571,ki?m du?c info chua?,chua luôn
3572,Khi r?nh b?n thu?ng làm gì?,choi game và nghe nh?c
3573,thu?ng choi game và nghe nh?c ? dâu?,? nhà
3574,ngoài game và nghe nh?c còn làm gì không?,N?u an
3575,m?t mình à?,Ðúng
3576,Khi r?nh b?n có hay di ra ngoài choi không?,Có
3577,khi r?nh b?n có h?c bài không?,H?c bài là b?n r?i
3578,Khi r?nh b?n hay nghi v? ai?,gia dình
3579,Khi yêu thì thích di choi ? dâu?,di an cùng ngu?i yêu
3580,V?y khi an thì thu?ng an nh?ng món gì?,"Man l?u, món l? du?ng"
3581,có thu?ng di choi xa không?,Có
3582,Ngu?i yêu b?n thích nh?t hoa gì?,hoa h?ng
3583,Ngu?i yêu b?n có khó tính không?,không có
3584,mày rãnh hay làm gì,"di cafe, choi game"
3585,mày thích di boi hông,có ch?
3586,mày có choi c? hông,"có, c? nhân ph?m"
3587,ngày nghi mày hay di dâu choi không,tao hay di Ðà L?t
3588,mày có thích suu t?m gì hông,tao dang suu t?m lego
3589,ch? có thích làm vi?c nhà không,tao cung hay n?u an n?u rãnh mày oi
3590,mày v?i b? mày có di?m chung gì,hay di phu?t chung
3591,hai d?a bay có hay di an dêm hông,có ch?
3592,"làm gì mày bu?n nhu th?t tình v?y, m?i b? dá sao",m?i t? tình b? t? ch?i
3593,ê mày con trai nhu nào m?i cua du?c gái,bên ngoài d?p trai bên trong nhi?u ti?n
3594,mày v?i Bình Nhi dang quen à,friend zone
3595,mày có thích tâm s? v?i bò mày hông,có hay nói v?i m?y th?ng cùng phòng
3596,Mày thu?ng gì lúc r?nh?,d?c sách.
3597,gì n?a không?,xem phim.
3598,th? lo?i gì?,khoa h?c vi?n tu?ng.
3599,coi ? dâu?,r?p ho?c nhà.
3600,có di nhà sách không?,th?nh tho?ng.
3601,mua s?m thì sao?,không thu?ng xuyên l?m.
3602,còn di an?,có.
3603,hay di v?i ai?,b?n bè.
3604,thích con trai hay con gái?,con trai.
3605,cao hay th?p?,cao.
3606,gì n?a?,h?c gi?i.
3607,gì n?a không?,ua nhìn.
3608,v? tính cách?,"hi?n, ít nói, bi?t quan tâm."
3609,Khi r?nh b?n thu?ng làm gì?,"d?c truy?n, xem videos và choi game"
3610,B?n thu?ng ? dâu khi r?nh?,quán cà phê?
3611,B?n có thu?ng choi th? thao lúc r?nh không?,di boi
3612,B?n thu?ng choi th? thao ? dâu?,? h? boi.
3613,B?n có d?c sách lúc r?nh ch??,chua d?c bao gi?.
3614,B?n có mu?n th? không?,có
3615,Mình có th? t?ng b?n 1 quy?n sách d? b?n th?c hành?,Thanks.
3616,Tình tr?ng hôn nhân c?a b?n nhu th? nào?,dã có ngu?i yêu
3617,Ngu?i yêu b?n xinh không?,Ch? ai yêu ngu?i x?u c?
3618,B?n và ngu?i yêu b?n dã quen bao lâu r?i?,2 nam
3619,B?n và ngu?i yêu b?n thu?ng làm gì khi g?p nhau?,an u?ng và nói chuy?n.
3620,B?n s? cu?i cô ?y ch??,Không bi?t
3621,b?n có crush không?,có
3622,lâu chua?,lâu r?i
3623,sao không t? tình di?,không dám
3624,sao nhát v?y?,không bi?t
3625,quan di?m trong tình yêu?,"tôn tr?ng, tinh t?, bi?t d? ý, rõ ràng, d?t khoác."
3626,crush c?a b?n th? nào?,"cao, d?p, d? thuong, hoi ng?"
3627,crush có thích b?n không?,không bi?t
3628,crush thích an gì?,cái gì ngon là an
3629,crush không thích an gì?,"d? ng?t, rau"
3630,crush có thói quen gì?,ng? nhi?u
3631,nhà crush ? dâu?,g?n nhà t?
3632,sáng m?y gi? c?u d?y?,8
3633,t?i m?y gi? c?u ng??,12
3634,khi yêu thích gì?,di an chung
3635,ch? nh?t di an l?u không?,"di, an l?u teokbokki di"
3636,r?nh là choi game h??,dúng r?i
3637,có hay dánh guitar lúc r?nh không?,lu?i nên chua dánh du?c
3638,hay n?u an không?,không thích n?u
3639,hay xem phim nào?,mr.queen
3640,hay choi th? thao không?,không
3641,thích làm gì d? thu giãn?,nghe nh?c ho?c ng?
3642,ngoài ng? thì còn thích gì không?,"nghe nh?c, xem phim ho?c choi game"
3643,thích v? không?,thích nhung v? x?u nên không v?
3644,thích cùng ngu?i yêu di dâu?,"xem phim, di an ho?c di du l?ch cùng nhau"
3645,thích làm gì cùng ngu?i yêu?,gì cung du?c mi?n là cùng ngu?i yêu
3646,mu?n di du l?ch v?i ngu?i yêu ? dâu?,dâu cung mu?n
3647,có dang crush ai không?,không
3648,m?u ngu?i yêu nhu nào?,quan tâm và yêu thuong tao
3649,Mày làm gì khi r?nh?,Tao xem phim ho?c choi game gì dó.
3650,R?nh mà m?t di?n thì mày làm gì?,Ng? ho?c di an gì dó ngon.
3651,Mày hay di choi v?i b?n mày khi r?nh không?,"Có ch?, mà ai thân r? tao m?i di."
3652,Mày an gì khi r?nh?,An gì thì tùy tâm tr?ng vui bu?n.
3653,Có bao gi? r?nh mày choi th? thao không?,"Ai r? thì tao di, ch? di mình bu?n l?m."
3654,Mày mu?n di dâu voi crush?,Ði an gì dó ngon.
3655,Nhà crush c?a mày ? dâu?,Trong tim tao nè.
3656,Crush tao d?p trai không?,Mày doán xem.
3657,T?ng quà gì cho crush gi??,T?ng gì an ké du?c
3658,Làm sao d? quên crush?,H?c NLP
3659,di?m rèn luy?n,c?n d? xét t?t nghi?p
3660,làm sao có di?m rèn luy?n,tham gia ho?t d?ng
3661,tính di?m rèn luy?n th? nào,trên h? th?ng thông tin sinh viên
3662,có di làm thêm,th?nh tho?ng
3663,làm thêm ? dâu,quán cà phê
3664,có di dâu choi,c?ng nhà r?ng
3665,có thích choi game,thình tho?ng
3666,game gì,mobile
3667,có ngu?i yêu,d?c thân
3668,có crush,r?i
3669,cu?c thi nét d?p sinh viên,có
3670,t? ch?c khi nào,cu?i tháng
3671,có tham gia,không
3672,"Ê mày, dang làm gì v?y",Choi game
3673,Game gì,Liên minh
3674,Choi c? h?,"Không, dánh h?ng"
3675,Vào tr?n chua,Chua
3676,"Ch? tao, tao m? máy cái",Ok
3677,"Ê mày, mày r?nh không",R?nh
3678,Cho tao h?i cái,H?i di
3679,"Tao dang thích m?t b?n, không bi?t làm quen sao",Chung l?p h?
3680,?a,Inbox h?i bài di
3681,H?i sao,"Thì h?i bài t?p trên l?p, r?i b?t chuy?n"
3682,Ng?i l?m,"Ng?i gì, m?nh d?n lên"
3683,"di choi, ng?, xem youtube",thích làm gì khi r?nh r?i?
3684,choi bóng r?,thích choi game không?
3685,có,thích choi bóng r? hay thích choi game?
3686,bóng r?,có hay di coffee v?i b?n bè không?
3687,th?nh tho?ng,có hay di shopping không?
3688,có,có ngu?i yêu chua?
3689,chua,m?u ngu?i lý tu?ng?
3690,xinh là du?c,thích gái cao hay gái th?p?
3691,không quan tr?ng,thích gái B?c hay gái Nam?
3692,B?c Nam d?u thích,có ngu?i yêu cu không?
3693,không,t? tình v?i ai chua?
3694,r?i,thích di dâu choi v?i ngu?i yêu?
3695,ê choi liên minh không?,ok bro
3696,dang làm gì d?y?,nghe nh?c thôi
3697,"chán quá, di an không?",thôi tao h?t ti?n r?i
3698,di an không tao bao?,ok luôn nè
3699,mày thu?ng u?ng nu?c ? dâu d?y,the coffee house
3700,"ê tao thích nh? l?p k? bên, giúp tao làm quen di?",mày x?u nhu chó thì ai thèm quen
3701,tao bu?n quá tâm s? v?i tao di?,t? nói chuy?n m?t mình di
3702,valentine mu?n mua quà gì?,son di
3703,nh? dó có b?n trai chua?,chua mày
3704,th?ng dó có b?n gái chua?,hình nhu r?i
3705,Lúc r?nh làm gì?,Xem phim
3706,Có hay di dá banh không?,Có
3707,Ðá v?i ai?,B?n
3708,Thu?ng dá th? m?y?,t?i th? 4 hàng tu?n
3709,Ðá sân nào?,Khu Trung son
3710,Chuy?n tình c?m ra sao?,Ðang Crush b?n kia
3711,Ai v?y?,B?n n? phòng bên
3712,Tình hình nhu nào?,dang tìm hi?u
3713,Crush nhu th? nào?,"Tóc ng?n, cute"
3714,H?c khoa nào?,Lu?t
3715,r?nh làm gì?,choi game
3716,r?nh làm gì?,nghe nh?c
3717,có di xem phim không?,có
3718,có di an không?,có
3719,r?nh ? dâu?,nhà
3720,r?nh có di t?p th? d?c không?,th?nh tho?ng
3721,r?nh có di choi v?i ngu?i yêu không?,có
3722,yêu ai chua?,chua
3723,thích ai?,d?a b?n thân
3724,m?u ngu?i lý tu?ng?,"d?p gái, hi?n lành"
3725,có crush ai không?,có
3726,mu?n có ngu?i yêu không?,mu?n
3727,thích ch? d?ng không?,có
3728,Ði xem phim không?,Covid ? nhà
3729,Ði shopping không?,Covid ? nhà
3730,Có làm thêm không?,Covid ? nhà
3731,Ði nh?u không?,Covid ? nhà
3732,Ðang ? dâu?,? nhà
3733,R?nh có nghe nh?c không?,Có
3734,R?nh có xem phim không?,Có
3735,R?nh có di ra ngoài không?,Covid ? nhà
3736,R?nh ? nhà làm gì?,Ng?i tr? l?i b?n
3737,choi game không?,choi
3738,di choi không?,di
3739,có di v? quê không?,có ch?
3740,dang ? dâu á?,trong tru?ng
3741,b?n pubg không?,vô di dang ch?
3742,di dá banh không?,di
3743,th?ng hay thua?,th?ng
3744,dánh v?i team nào?,t?i xóm trên
3745,nh? dó du?c không?,trong cung xinh
3746,tán con l?p tru?ng di?,thôi mày oi
3747,nh? n?y du?c không?,nhìn cung ngon dó
3748,nó còn yêu mày không?,ch?c không
3749,gu mày sao?,d?p v?i ngoan
3750,nó có d? ý mày không?,nó ch? thèm nhìn tao n?a
3751,Nh?ng lúc không h?c thì có ch? nào ng?i gi?i trí không ?,Ð?y ch? b?n ?.
3752,Nh?ng lúc rãnh r?i anh/ch? thu?ng gi?i trí ? dâu trong tru?ng ?,nhà B l?u 5
3753,Tru?ng có nhi?u b?n gái không ?,di dâu cung th?y nhé
3754,Có d? tìm th?y tính yêu trong tru?ng không ?,D? n?u b?n giói tán gái
3755,B?n có crush ai chua ?,chua
3756,b?n có tính có ngu?i yêu không ?,Không
3757,r?nh thu?ng làm gì?,choi game
3758,game gì?,liên minh
3759,choi ? dâu?,? nhà
3760,choi gi?i không?,cung t?m
3761,có choi th? thao không?,dá bóng
3762,có hay ch?y b? không?,không
3763,nghe nh?c thì sao?,th?nh tho?ng
3764,có ngu?i yêu chua?,chua
3765,v?y còn crush?,có
3766,crush d?p không?,d?p ch?
3767,crush thích b?n không?,không
3768,h?n hò ? dâu?,công viên
3769,di choi gì?,xem phim
3770,di choi gì?,an u?ng
3771,crush nhiêu tu?i?,hon 5
3772,Mày có b?n không?,Có
3773,Nhiêu b?n?,Nhi?u
3774,B?n t?t không,R?t t?t
3775,Choi chung vui không?,Vui ch?
3776,Thích b?n trên m?ng không?,Có cung vui
3777,b?n bè sao?,Cung du?c
3778,choi du?c không?,Không d?n n?i
3779,tên gì?,Ð?t
3780,thân v?i ai?,Tru?ng
3781,lúc mày bu?n thì sao?,Ði an
3782,hay di choi chung không?,Cung không
3783,nó là ngu?i nhu th? nào?,M?p
3784,nó quê ? dâu?,B?n Tre
3785,quan di?m b?n bè c?a mày là gì?,di an chung là du?c
3786,b?n bè sao?,cung nhi?u
3787,choi du?c không?,choi du?c
3788,tên gì?,nhi?u quá nh? không h?t
3789,thân v?i ai?,thân v?i gái.
3790,lúc mày bu?n thì sao?,bu?n thì an cho h?t bu?n
3791,hay di choi chung không?,cung có
3792,nó là ngu?i nhu th? nào?,ngu?i nhi?u ti?n d?n tao di an
3793,nó quê ? dâu?,H? Chí Minh
3794,quan di?m b?n bè c?a mày là gì?,choi du?c thì choi
3795,s? thích chung,an u?ng
3796,B?n thân là ai?,thân ai n?y lo
3797,Có nhi?u b?n không?,"Nhi?u b?n,"
3798,Có d?a nào th?p không?,1 vài ngu?i.
3799,Có d?a nào cao không?,Không có.
3800,Có d?a nào m?p không?,1 ngu?i.
3801,Có d?a nào ?m không?,1 vài ngu?i
3802,Hay di choi không?,Có.
3803,b?n bè mày là ai?,là giang h? nh?t xóm
3804,quan di?m b?n bè c?u mày là sao?,"là anh em có h?a cùng ch?a, có su?ng cùng hu?ng."
3805,b?n có nhi?u b?n bè không?,tuy không nhi?u nhung du?c cái ít
3806,b?n bè anh nghi sao v? anh?,h? nghi tôi là m?t chú h?
3807,quan di?m c?a b?n v? tình b?n?,dó là s? t?u hài c?a nh?ng chú h?
3808,b?n bè b?n ? dâu khi b?n có tâm tr?ng không t?t?,h? di?n h? cho tôi vui
3809,B?n mày dâu?,b?n tao ? Sài Gòn luôn
3810,B?n thân nhi?u không?,không nhi?u
3811,Nhiêu b?n?,tâm ch?c d?a
3812,Ít b?n vui hay bu?n?,ít b?n vui
3813,Nhi?u b?n vui hay bu?n?,nhi?u b?n hoi chán
3814,Choi chung n? nhi?u không?,nhi?u ch?
3815,Mày thích choi ki?u gì?,di an di cà phê thôi
3816,Choi chung b?n d?i h?c hay ? quê?,choi chung b?n c?p 3 ? dây
3817,G?p nhi?u không?,g?p nhi?u
3818,b?n bè nhu th? nào?,diên diên khùng khùng
3819,có hay cáu b?n không?,dám b?n mình là do
3820,B?n ông tên gì?,tên Ð?t
3821,có nhi?u b?n không?,Có
3822,quan di?m b?n bè nhu th? nào?,T?t
3823,ông có nhìu b?n bè trên dh hong?,b?n thì ít nhung bè thì nhi?u :))
3824,thu?ng thu?ng ông hay di choi z?i ai zay?,thu?ng tui di choi v?i m?y d?a b?n tui thân nh?t
3825,Ba?n thân thi´ch gi`?,game
3826,Lâ`n cuô´i ga?p nhau?,hôm qua
3827,Có hay di choi v?i b?n mày không?,Ít l?m
3828,Quan di?m b?n bè mày là gì?,Thà ít mà ch?t lu?ng
3829,Mày b? b?n mày l?i d?ng chua?,B? r?i :)))
3830,Mày có dánh nhau v?i b?n mày chua?,R?i
3831,b?n bè nhi?u không,không
3832,b?n bè nhu nào,nhu c?t
3833,t?m tr?ng nhu nào,chán
3834,quan h? r?ng?,hoi r?ng.
3835,b?n bè nhu nào?,hút thu?c.
3836,tâm tr?ng?,có thu?c là du?c.
3837,Vui hay bu?n?,No idea
3838,Có bao nhiêu b?n?,Không d?m du?c
3839,Có b?n thân không?,Có
3840,th?ng kh?a dó sao r?i?,nó di bán mu?i r?i
3841,Mày có nhi?u b?n không?,Ui nguyên m?t dám
3842,B?n c?a mày có hay choi th? thao không?,M?t lu nghi?n game thì mày nghi nó hay choi th? thao l?m à
3843,B?n mày b? d? ngu?i à?,"H?u h?t d?u b? lên con, m?t ngày ch?c l?n là dã ít l?m r?i"
3844,Tâm tr?ng mày sau khi bi?t di?m thi th? nào ?,t?ch t?ch t?ch
3845,Quan di?m c?a mày v? m?t ngu?i b?n t?t nhu th? nào ?,bi?t di?u
3846,Mày có nhi?u b?n không ?,có
3847,B?n mày có d?p không ?,có
3848,B?n mày dã choi chó v?i mày l?n nào chua ?,nó c?n ch? không có choi chó v?i tao
3849,B?n thân nh?t choi chung bao lâu ?,15 nam
3850,B?n bè choi chung có ny chua ?,Cung không bi?t n?a
3851,Tính cách t?i nó nhu th? nào ?,Khùng diên
3852,Thu?ng t? t?p b?n bè di dâu choi ?,Ði cà phê
3853,Mày có xem tao là b?n?,T? xem c?u là tri k?.
3854,Mày thích gì ? b?n mày?,Luôn cho vay ti?n trong 1 n?t nh?c.
3855,Mày c?m th?y th? nào khi ? g?n b?n bè?,C?m th?y an toàn và thu thái.
3856,B?n bè mày có t?t không?,T?t nhu c?u dó.
