,user_a,user_b
3110,Mình muốn mua xxx thì không biết máy này có nâng cấp SSD và Ram được không?,Được.
3111,áo này nhiêu?,225 ngàn
3112,quần này mắc quá?,giá vậy hợp rồi
3113,màu này lên môi đẹp không?,đẹp
3114,chất son ổn không?,ổn
3115,cây eyeliner kia được không?,lâu khô lắm
3116,Muốn mua đồ mà lười đi lựa thì làm sao?,Mua đồ online đi nè.
3117,Làm sao để mua đồ khi đang cách ly xã hội?,Mua đồ online đi nè.
3118,Mua đồ online mà sợ hàng đểu thì phải làm sao?,"Mua lựa shop cho đổi trả, hoàn tiền."
3119,Mua đồ ăn trên mạng mà người giao hàng hết hạn thì phải làm sao?,Bóc phốt.
3120,Mua đồ online mà tiền ship đắt quá thì phải làm sao?,Tìm mã giảm giá hoặc là không mua nữa.
3121,may áo dài,đăng ký tại phòng
3122,áo thể dục bao nhiêu,110 nghìn
3123,giáo dục thể chất học gì,gdtc 1 và 2
3124,môn bơi bắt buộc,có
3125,mua đồ bơi,phòng thể dục thể thao sau sân bóng
3126,máy tính cho lập trình,trên 20 triệu
3127,tòa thực hành,"tòa A, F"
3128,tòa F không máy tính,đem theo laptop
3129,Mình muốn mua điện thoại,điện thoại hãng gì
3130,Iphone,Loại gì bạn
3131,Iphone 11,Bạn chọn màu gì
3132,Màu đỏ,Bộ nhớ bao nhiêu
3133,128GB,Thanh toán như thế nào
3134,mua máy tính?,"Asus, Dell, macbook,..."
3135,Asus?,"Asus inspire, Asus v100,..."
3136,giá trung bình?,"chọn thế hệ core: i3, i5, i7,..."
3137,i3,"5-7 triệu cho máy cũ, và 9-11 triệu cho máy mới"
3138,các chi nhánh của cửa hàng?,"Nha Trang, Hồ Chí Minh, Hà Nội, Bình Dương"
3139,áo này có size gì?,"S, M, L, XL"
3140,áo này giá nhiêu?,500000 đồng
3141,78kg mặc size gì vừa?,XL hoặc XXL tùy vào chiều cao
3142,shop còn mẫu này không?,còn nha bạn
3143,shop có freeship không?,"tphcm, hà nội thì có, còn lại không"
3144,chừng nào giao hàng vậy shop?,2 ngày nữa nhé
3145,có mẫu máy hút bụi nào dưới 1 triệu không shop?,mẫu này được nhiều người mua nè bạn
3146,shop giao nhầm hàng rồi?,chụp giúp ad hóa đơn
3147,Xài laptop hãng nào?,Hp
3148,Mua ở đâu?,Phong Vũ
3149,Giá bao nhiêu?,15 triệu
3150,Cấu hình như thế nào?,"RAM 8G, core i5"
3151,Xài bao lâu rồi?,Hơn 1 năm
3152,muốn mua gì?,laptop
3153,mua hãng nào?,acer
3154,mua ở đâu?,Phong Vũ
3155,bảo hành bao lâu?,1 năm
3156,ram nhiêu?,8gb
3157,bộ nhớ trong nhiêu?,256gb
3158,có ssd không?,có
3159,Mua máy tính phải không?,Phải
3160,Tầm giá?,20 triệu đổ lại
3161,Có yêu cầu đặc biệt không?,Bền
3162,Còn yêu cầu nào khác không?,Nhẹ
3163,Bảo hành bao lâu?,1 năm
3164,Có tặng kèm gì không?,Có
3165,mua áo này ở đâu?,ngoài chợ
3166,bao nhiêu cái áo này?,200k
3167,vải này có chất lượng không?,vải ok lắm
3168,mua áo hay quần?,quần
3169,loại tốt hay thường?,thường
3170,cái laptop này nhiêu?,13 triệu
3171,sao mắc quá vậy?,không mắc đâu
3172,có loại áo này không?,hết rồi
3173,nếu em đăng kí CNTT thì nên chuẩn bị gì ạ ?,Laptop
3174,trường có tổ chức các hoạt động tình nguyện thường xuyên không ?,lúc nào cũng có
3175,em nghe nói có tính điểm rèn luyện để xét tốt nghiệp phải không ?,có em ạ
3176,Trong tường có bán đồ dụng học tập không ?,có
3177,nhà này khu nào?,thảo điền q2
3178,nhà nhiêu m2?,100m2
3179,có mấy phòng?,5 phòng
3180,giá chua không?,tầm 5 tỷ
3181,nhiều cây xanh không?,nhiều
3182,có an ninh không?,có chứ
3183,hồ bơi thì sao?,rất rộng
3184,đường xá thì sao?,sang trọng
3185,điện thoại này đẹp nhỉ?,"ừ, đời mới mà"
3186,"tao muốn mua quá, có nên mua không ta",nếu mày giàu thì mày mua
3187,nhưng mà tao không giàu,thì mày đi làm
3188,nhưng mà tao lười,không làm mà muốn có ăn thì chỉ có ăn chực ăn ké
3189,có việc gì cho tao làm không ?,tự kiếm đi mày
3190,Tao muốn mua cái áo khoác?,Hãng nào mày
3191,Hãng nào thì tốt?,Nhiều lắm
3192,Mày mua để làm gì?,Mặc đi chơi
3193,Vậy hãng adidas thì sao?,Được
3194,Gundam ráp con nào ngon?,Dòng nào?
3195,Có chia dòng nữa à?,Có chứ.
3196,Dòng nào dễ nhất?,HG.
3197,Bao nhiêu một con?,250k tới 1 củ.
3198,Bữa nào dẫn tao đi mua.,OK man.
3199,Tưởng để tiền mua ĐT?,Không mua trả góp.
3200,bạn thích điện thoại màu gì,đỏ
3201,bạn thích vỏ điện thoại màu gì?,vàng
3202,bạn thích màn hình điện thoại màu gì?,đen
3203,bạn thích hình nền điện thoại màu gì?,cam
3204,bạn thích tai nghe điện thoại màu gì?,trắng
3205,bạn thích áo màu gì?,trắng
3206,bạn thích quần màu gì?,trắng
3207,bạn thích mũ màu gì?,đen
3208,bạn thích mắt kính màu gì?,xanh lá
3209,bạn thích mặt màu gì?,hồng
3210,Shop còn samsung j7 không?,Còn
3211,Có màu gì?,Đen và trắng
3212,Bảo hành mấy năm?,2 năm
3213,Có khuyến mãi gì không?,Balo samsung với dán màn hình miễn phí
3214,Có nhũng cách thanh toán nào?,Tiền mặt hoặc qua thẻ
3215,Có trả góp được không?,Có trả góp lãi suất 0%
3216,Tư vấn tao mua máy tính giúp được không?,Được. Giờ mày cần máy để làm gì?
3217,Tao cần máy để chơi game.,Budget mua máy của mày là bao nhiêu?
3218,Máy 10 triệu.,10 triệu chắc đủ mua máy tằm thấp.
3219,Thấp cỡ nào?,"Chơi game nhẹ được, game nặng là phải giảm đồ họa hết cót có khi vẫn còn lết."
3220,Máy 10 triệu sao lại tầm thấp.,"Máy 10 triểu cao lắm chi được CPU 4 nhân, GPU tầm AMD rx470 hoặc Nvidia GTX1050."
3221,Máy 15 triệu.,Máy 15 triệu có thể mua được best selling trên amazon rồi.
3222,Máy best selling đó ra sao?,"CPU 6 nhân, GPU RX580 hoặc GTX1660, RAM 16GB."
3223,Tao có nên mua SSD thay vì HDD không?,"Tùy, SSD làm ổ boot máy, chơi game với làm việc rất trơn chu."
3224,Mua SSD sao là tốt?,"Mua SSD Sata3 truyền thống thôi, M.2 PCI-e chỉ khi mày cần truy xuất,di chuyển dữ liệu nhanh nhất hoặc muốn đốt tiền."
3225,điện thoại nào ttots nhất?,iPhone
3226,mua hàng online ở đâu uy tín?,trên Shopee
3227,quần áo mua ở đâu rẻ nhất?,trên Shopee
3228,mua điện thoại Android hay iOS?,mua Android
3229,mua quần áo ở đâu?,Uniqlo
3230,Giá?,120k
3231,Còn không?,Còn
3232,Phí ship?,"Nội địa 15k, Tỉnh lẻ 35k"
3233,Giao dịch như nào?,Chuyển khoản
3234,Nguồn sản xuất?,Trung Quốc
3235,mua điện thoại Nokia không?,không
3236,mua iPhone không?,mua
3237,mua mã nào?,11 Pro
3238,màu nào?,đen
3239,bộ nhớ?,512 GB
3240,thanh toán sao?,Trả góp
3241,mua điện thoại SamSung không?,không
3242,mua iPhone không?,mua
3243,mua mã nào?,12 Promax
3244,màu nào?,xanh đen
3245,bộ nhớ?,512 GB
3246,thanh toán sao?,Trả góp
3247,ngân hàng nào?,Vietcombank
3248,mua gì nữa không?,không
3249,xin chào,bạn muốn mua gì
3250,quần,dài hay ngắn
3251,ngắn,lên tầng 1 đi
3252,ok,chúc ngày mới vui vể
3253,Tớ muốn mua điện thoại mới ?,Iphone 12 PROMAX đi
3254,Cấu hình như thế nào ?,Cực mạnh
3255,Giá bao nhiêu ?,35 triệu
3256,Tơ muốn mua quần áo Tết ?,Mua áo dài đi
3257,Áo dài cách tân hay truyền thống ?,Cách Tân
3258,Giá bao nhiêu ?,500.000 đ
3259,Mặc áo vầy được không?,Ổn đấy
3260,Thấy giày nào được?,Adidas được đó.
3261,Mày xài được thoại nào đấy?,Xiaomi.
3262,Xiaomi ngon không?,Cũng tạm ổn.
3263,Thích mặc áo sơ-mi à?,Ừm. Không thích áo thun.
3264,Thích mặc jean không?,"Ừm, thích."
3265,Quần tây không?,Không thích.
3266,Muốn mua điện thoại gì?,Iphone 12
3267,Bao nhiêu GB?,128gb
3268,Mua ở đâu?,Thế giới di động
3269,Chi nhánh nào?,Quận 1
3270,Thanh toán bằng gì?,Tiền mặt
3271,Điện thoại này còn không?,còn
3272,Áo Adidas còn size XL không ?,hết rồi
3273,bảo hành bao lâu ?,12 tháng
3274,Tiền ship bao nhiêu ?,Free ship
3275,Bao lâu thì giao tới?,3-Feb
3276,Tớ muốn mua điện thoại mới ?,Iphone 12 PROMAX đi
3277,Cấu hình như thế nào ?,Cực mạnh
3278,Giá bao nhiêu ?,35 triệu
3279,Tơ muốn mua quần áo Tết ?,Mua áo dài đi
3280,Giá bao nhiêu ?,500.000 đ
3281,mày mới mua điện thoại hả?,ừa
3282,mày đang xài điện thoại hiệu gì?,oppo
3283,máy đó xài ngon không?,ok
3284,mua điện thoại ở đâu vậy?,Nguyễn Kim
3285,thấy điện thoại chụp hình đẹp không?,đẹp
3286,Bạn định mua điện thoại mới à?,Đúng vậy
3287,Gu thời trang của bạn là gì?,Kiểu đường phố
3288,Áo bạn đắt không?,Không
3289,Điện thoại gì đẹp vậy,iphone 12
3290,Áo bạn mua ở đâu vậy?,Cửa hàng LEVIS gần trung tâm Quận 1
3291,mua điện thoại Nokia không?,không
3292,mua iPhone không?,mua
3293,mua mã nào?,11 Pro
3294,màu nào?,đen
3295,bộ nhớ?,512 GB
3296,thanh toán sao?,Trả góp
3297,Mày mua laptop ở đâu?,Ở phong vũ
3298,Bao tiền thế?,21 triệu
3299,Xài được không?,Cũng được
3300,Mày mua lâu chưa?,Được 1 tháng
3301,có trả góp không?,có
3302,mày có sạc dự phòng không?,có
3303,giá bao nhiêu?,tuỳ vào dung lượng
3304,áo này có size nhỏ hơn không?,có
3305,quần này có màu xám không?,hết hàng rồi
3306,lấy cho cái Iphone 12?,đợi chút
3307,Shop! Tôi mún mua cái áo này?,"Dạ, xin chào"
3308,Có size XL hum?,"Dạ, có"
3309,Này vải gì thế?,"Dạ, cotton"
3310,Còn mẫu khác hong?,"Dạ, nhiều ạ"
3311,Áo này về giặt sao?,Lần đầu anh nên giặt tay
3312,Áo có bảo hành gì hong?,Vấn đề này có ạ
3313,Có khuyến mãi gì nè shop?,Hiện tại bên em mua 1 tặng 1 ạ
3314,Okay vậy lấy 2 áo nha,"Dạ, 2 áo XL nha anh"
3315,Đúng rồi,Dạ
3316,Áo này giá nhiêu shop,700k
3317,Quần này giá nhiêu shop?,1500k
3318,Áo này có size XL không?,Có
3319,Quần này có size 32 không?,Có
3320,Laptop này sài thế nào?,Mở nguồn lên sài
3321,"Chào shop ạ, em muốn mua Samsung Galaxy S20 ạ, shop còn hàng không ạ ?","Chào bạn, hiện tại, shop vẫn còn Samsung Galaxy S20 với các màu xanh, hồng và đen"
3322,Samsung Galaxy S20 màu xanh bao nhiêu ạ ?,13 triệu nha bạn
3323,Shop đang có chương trình khuyến mãi đúng không ạ ?,Đúng rồi bạn
3324,"Shop lấy thêm cho em một ốp lưng cho Samsung Galaxy S20 và một cục sạc dự phòng, tổng hóa đơn của em bao nhiêu ạ ?","Tổng hóa đơn là 13,2 triệu. Tổng tiền cho ốp lưng và sạc dự phòng là 400k, áp dụng khuyến mãi còn 200k"
3325,Shop chốt đơn giúp em ?,"Đơn hàng của bạn là 13,2 triệu gồm 1 Samsung Galaxy S20, 1 ốp lưng, 1 cục sạc dự phòng"
3326,Tao muốn mua áo sơ mi thì nên mua kiểu gì?,"Ốm thì mua áo tay dài, mập thì mua áo tay ngắn"
3327,Vậy mua áo ở đâu?,"A&G, Mr.Simple, Routine,..."
3328,Tao muốn mua quần jean?,jean tao không biết :))
3329,Chuột nào rẻ mà tốt mày?,Thử G102
3330,Mua online chỗ nào an toàn vậy mày?,Tiki
3331,Mua đồ chỗ nào rẻ mày?,Tao hong biết
3332,Điện thoại mày mau ở đâu vậy?,Thế giới di dộng
3333,Có chỗ nào bán đồ rẻ không mày?,Lên mấy shop online coi thử
3334,theo mầy hãng nào ok?,để tao kím cho vài dòng
3335,thích iphone không?,tiền đâu mua. cho tiền tao mua đi
3336,chơi game ổn k mày?,trâu bò lắm luôn
3337,"ra thế giới di động mua đi, tao đi với?","ok, mai 9h đi"
3338,Tớ muốn mua điện thoại mới ?,Iphone 12 PROMAX đi
3339,Cấu hình như thế nào ?,Cực mạnh
3340,Giá bao nhiêu ?,35 triệu
3341,Tơ muốn mua quần áo Tết ?,Mua áo dài đi
3342,Áo dài cách tân hay truyền thống ?,Cách Tân
3343,Giá bao nhiêu ?,500.000 đ
3344,đi shopping không?,có tiền mới đi
3345,mua gì khi shopping ?,"quần áo, đồ điện tử"
3346,mua áo gì ?,áo thun
3347,mua quần gì?,jeans dài
3348,shopping ở đâu?,Vincom Đồng Khởi
3349,mua đồ điện tử gì?,iphone
3350,có thể tư vấn về điện thoại đang dùng được không?,được
3351,mua nó được bao lâu rồi?,3 năm rồi
3352,hiệu năng của nó tốt không?,tầm trung của thị trường smnartphone hiện giờ
3353,camera nó oke không ?,camera nó chân thực
3354,giá tiên của nó?,6 tr
3355,đôi giày này bao nhiêu?,3 tr
3356,áo này bao nhiêu vậy?,300k
3357,Nếu mua điện thoại thì mình nên dùng IOS hay Android,IOS vẫn tốt
3358,Bạn hay mua đồ ở đâu ?,Gặp đâu sale vào đó mua
3359,Có hay mua đồ secondhand không ?,Có
3360,mua iphone 12 chưa?,tao đổi qua iphone 13 rồi
3361,samsung hay iphone?,hãng nào cũng tốt
3362,nên mua áo này không?,áo này dược đó
3363,áo tao rách rồi,mua cái mới đi
3364,điện thoại nào chụp hình xịn?,iphone
3365,mua iphone không,không
3366,Mua samsung s10 không tao bán nè,cho tao xem
3367,mua iphone 10 không tao bán,cho tao xem đã
3368,mua áo sơ mi không tao bán,Size bao nhiêu
3369,samsung hay iphone tốt hơn,samsung
3370,mua áo hàng hiệu không tao bán nè,cho tao xem đi
3371,"có 4 triệu cần điện thoại có thể chụp hình tốt, lướt web, tải được nhiều ứng dụng thì mua gì?",Chọn Xiaomi redmi note 8 đi
3372,tớ sinh viên muốn điện thoại android sang chảnh mới ra?,chọn Samsung Galaxy A12 đi
3373,là con gái cần đi dự tiệc hơi mập phải mặc đồ gì?,mặc đầm hơi xiết eo để dấu bụng á
3374,Tớ muốn mua laptop mới ?,Macbook đi
3375,Tốc độ máy như thế nào ?,Cực mạnh
3376,Giá bao nhiêu ?,50 triệu
3377,Tớ muốn mua quần áo Tết ?,Mua áo dài đi
3378,Áo dài cách tân hay truyền thống ?,Cách Tân
3379,Giá bao nhiêu ?,500.000 đ
3380,đi xem phim không ?,hết tiền rồi
3381,đi làm không ?,làm biếng lắm
3382,đi trà sữa không ?,đi mà mày bao
3383,đi mua đồ tết không ?,đi
3384,đi nhậu không ?,quất
3385,đi du lịch không ?,đi đâu
3386,crush dạo này sao rồi ?,ai biết nó
3387,tỏ tình chưa ?,rồi
3388,uncrush chưa ?,rồi
3389,nào chia tay ?,mốt
3390,crush có thích mày không ?,không
3391,đi chơi net không?,oke
3392,chủ nhật đá banh không?,không
3393,mày làm gì vào lúc rảnh?,"đọc sách, nghe nhạc"
3394,mày hay đi cà phê ở đâu?,ở Cộng cà phê
3395,mày có bạn gái chưa?,rồi
3396,bạn gái mày học trường nào?,trường Hùng Vương
3397,có hay dẫn bạn gái đi chơi không?,ngày nào rảnh thì dẫn đi
3398,mày hay dẫn bạn gái đi đâu chơi?,đi coi phim
3399,crush mày biết mày thích nó không?,không
3400,Lúc rảnh hay làm gì?,Đi chơi
3401,Chơi gì?,"Ăn uống, chơi game"
3402,Ở đâu,Ngoài đường
3403,Có hay nấu ăn không?,Thỉnh thoảng
3404,Nấu món gì?,Mì tôm
3405,Mày có crush không?,Có
3406,Ai vậy?,Bạn chung lớp
3407,Đẹp trai không?,Tất nhiên là đẹp
3408,Đi chơi chung chưa?,Rồi
3409,Nó có thích mày không?,Không biết
3410,Lúc rãnh bạn thường làm gì?,Đi cafe
3411,Bạn có hay nghe nhạc lúc rãnh rỗi?,Thỉnh thoảng
3412,Vậy bạn thường đi cafe ở đâu?,Gần nhà
3413,Bạn thường đi với ai?,Bạn bè
3414,Ngoài đi café mỗi lúc rãnh thì bạn còn thú vui nào không?,Còn
3415,Đó là gì?,Xem phim
3416,Bạn thích mẫu người như thế nào?,"Ấm áp, thông minh."
3417,Khi hẹn hò bạn thích đi những nơi như thế nào?,Nơi náo nhiệt.
3418,Bạn có hay đi xem phim chiếu rạp với bạn trai không?,Thỉnh thoảng
3419,Còn bạn đã có người yêu chưa?,Chưa
3420,Bạn có đang thích ai không?,Có
3421,Cậu ấy là người như thế nào?,Là người thông minh
3422,Bạn có định tỏ tình với cậu ấy trong thời gian tới không?,Có
3423,rảnh đi đâu?,đi ăn
3424,nghe nhạc không?,nghe chứ
3425,có vẽ lúc rảnh không?,không bao giờ
3426,nấu ăn hay đọc sách,đọc sách
3427,đi ăn đâu giờ?,KFC đi
3428,mày thích con gái như nào?,thích con gái dễ thương
3429,thích bạn trai đeo mắt kiếng không?,có thích
3430,bạn đó tên gì?,tên Long
3431,làm sao để bạn đó thích mình?,bày tỏ đi
3432,nên lần đầu hẹn hò không?,thử cho biết
3433,Đang làm gì á?,Ngồi không thôi
3434,Rảnh rỗi vậy không có gì làm à?,Chút nữa đi ăn vặt uống cà phê.
3435,Lúc rãnh cậu uống cà phê à ?,Ừ. Cho thư giãn ấy mà.
3436,Ra quán cà phê nghe nhạc ư ?,Yên tĩnh lắm.
3437,Rảnh rỗi có làm gì khác không?,Lâu lâu có đi xem phim hoặc phượt.
3438,Đi một mình à?,Không. Đi với bạn bè này kia.
3439,Hay xem phim ở rạp hay ở nhà?,Xem ở rạp cho đã
3440,Bữa nào đi xem phim chung không ?,Có phim hay thì đi coi.
3441,Dạo này sao rồi?,Đang buồn
3442,Thất tình à?,Ừ
3443,Thích con nào?,Nhân viên ở quán cà phê tao hay đến.
3444,Làm quen chưa?,Quen lâu rồi. Quán quen mà.
3445,Thích nó chỗ nào?,Từ vóc dáng đến tính cách.
3446,Nó dễ thương lắm à ?,ừ
3447,Rồi sao buồn?,Tỏ tình nó mà nó bảo chưa quyết định được
3448,Tính tiếp tục không?,Đến khi nào nó đưa ra câu trả lời thì thôi.
3449,cuối tuần có đi đâu chơi không?,ở nhà ngủ
3450,mày không đi chơi à?,bài tập còn nhiều lắm
3451,đi công viên nước không mày?,không mày
3452,mày thường làm gì vào cuối tuần?,ở nhà xem phim
3453,mày định làm gì vào chủ nhật?,đi mua sắm
3454,hè có đi đâu chơi không?,đi du lịch
3455,có đi phượt với tụi nó không?,có chứ
3456,lúc rảnh thì mày làm gì?,nghe nhạc
3457,rảnh thì làm gì?,chơi với mèo
3458,nên làm gì khi bị crush từ chối?,quên nó đi
3459,mày nghĩ nó thích tao không?,chắc là có
3460,làm sao để crush thích mình?,gây ấn tượng tốt
3461,có nên thay đổi vì crush không?,hãy là chính mình
3462,mày nghĩ tao có cơ hội không?,có nha
3463,làm sao để tạo ấn tượng tốt với crush?,nói về những điều nó thích
3464,sao nó không thích tao?,mày không phải gu nó
3465,làm gì khi crush có người yêu?,crush người khác
3466,rảnh làm gì?,chơi game hoặc xem phim
3467,thích coi phim nào?,hành động
3468,phim thích nhất là phim gì?,avenger end game
3469,thích ra ngoài đường chơi không?,có
3470,có đi chơi với bạn không?,có
3471,làm gì để crush ấn tượng?,tạo cảm giác an tâm cho người ta
3472,nói chuyện gì với crush đây?,nói cái gì 2 bay thích?
3473,hay đi đâu chơi với người yêu?,ăn với xem phim
3474,thích người như thế nào?,tự lập
3475,thích bắt cá 2 tay không?,không
3476,lúc rãnh bạn thường làm gì?,mình thường đi chơi
3477,bạn thường đi chơi ở đâu?,mình thường đi chơi net
3478,bạn có làm cái khác ngoài việc trên không?,có mình thường đi chơi với bạn bè
3479,nếu bạn không đi ra ngoài thì lúc rãnh bạn làm gì?,mình đọc truyện xem phim
3480,ngoài làm việc giải trí lúc rãnh bạn còn làm gì nữa không?,mình xem bài học cho ngày mai
3481,bạn có hay đi ra ngoài ăn uống không?,có mình hay đi ăn với bạn bè
3482,bạn có crush chưa?,mình chưa có crush
3483,bạn thích người như thế nào?,mình thích người hiền lành
3484,mẫu người lý tưởng của bạn là gì?,"là người hoạt bát,vui vẻ, hiền lành"
3485,khi nào bạn có dự định về người yêu?,khi mình học xong
3486,bạn thích con trai hay con gái?,mình thích con gái
3487,rãnh làm gì ?,chơi game
3488,rãnh có đi cafe không ?,không
3489,thích đá bóng không ?,có
3490,thích chơi game hơn hay đá bóng hơn ?,chơi game
3491,rãnh hay đi đâu ?,chạy bộ
3492,bồ mày hay dỗi không ?,có
3493,rãnh hay đi đâu với bồ ?,đi shopping
3494,có hay tặng bồ mày cái gì không ?,có
3495,đi đà lạt với bồ chưa ?,chưa
3496,sợ chia tay với bồ không ?,có
3497,rãnh thì làm gì?,chơi game
3498,rãnh có đi chơi không?,lâu lâu đi
3499,có thích đọc sách khi rãnh không?,không thích
3500,rãnh không ngủ hả?,có chứ
3501,rãnh vậy đi chơi với tôi đi?,không đi
3502,mẫu người yêu là gì?,đẹp
3503,có bồ chưa?,chưa có
3504,ai dám yêu mày?,mày <3
3505,có thích trai giàu không?,không
3506,yêu trai Hà Nội chứ?,yêu luôn
3507,Êu Chủ Nhật nghỉ mày làm gì thế ?,Tao chơi game
3508,Chơi ở đâu ?,Chơi ở nhà chứ ở đâu
3509,Ủa có chơi game này không ?,Không m
3510,"Buồn thế, Chủ Nhật ra net đi",Tao lười lắm
3511,"Đi, t bao",Oke luôn
3512,Êu Hương cái Quỳnh thích ăn gì thế ?,Quỳnh thích ăn bánh tráng trộn
3513,Rồi đồ uống thì sao ?,Chắc là trà tắc
3514,Oke cảm ơn mày nhá,Sao mày hỏi về cái Quỳnh vậy ?
3515,À thì t thấy Quỳnh mệt,Á à thì ra mày crush Quỳnh phải không ?
3516,Ờ thì cũng có chút mà mày thân với Quỳnh nên t mới hỏi,Oke he he
3517,Lúc rảnh mày làm gì?,Đọc sách
3518,Lúc rảnh mày có đi đâu không?,Đôi khi
3519,Mày thích đi đâu nhất khi rảnh?,Tiệm cà phê
3520,Có thích ăn uống khi rảnh?,Đang muốn thử đây
3521,Mày thích nhất là ở đâu khi rảnh?,Ở nhà chứ ở đâu
3522,Thích làm gì nhất khi rảnh?,Đọc sách
3523,Mày có tập thể dục không?,Có
3524,Tập thể dục khi rảnh?,Thường xuyên luôn
3525,Có đi du lịch khi rảnh?,Nếu có tiền chứ
3526,Thích ở với gia đình khi rảnh?,Điều hiển nhiên
3527,Mày có thích ai chưa?,Đã từng
3528,Mẫu bạn đời mày như nào?,"Đẹp, siêng năng, có chí"
3529,Crush mày như nào thế?,Đẹp trai lắm mày ạ
3530,Mày có tính ở độc thân bao giờ?,Nhiều lần lắm mày ơi
3531,Mày có thích người đồng giới?,Tao nghĩ là không thể
3532,Mày có quan điểm gì về LGBT?,Không có quan điểm
3533,Mày có bao giờ thích bạn thân?,Có lẽ
3534,Mày từng bị đá?,Tất nhiên rồi
3535,Mày từng buồn vì ai đó?,Nhiều lắm mày ạ
3536,Quan điểm về trà xanh?,Ghét
3537,rảnh mày làm gì?,"chơi game, nghe nhạc"
3538,Mày hay đi xem phim không?,thỉnh thoảng
3539,mày xem phim ở đâu?,CGV
3540,mày chơi game gì?,GTAV
3541,Mày nghe thể loại nào?,Rap
3542,Crush mày biết mày thích nó không?,Trừ nó ai cũng biết
3543,Tặng gì cho crush?,chân thành
3544,Mày có người yêu?,Không
3545,crush từ chối thì làm gì?,fix bug
3546,Gu mày là gì?,Dễ thương
3547,cậu có rảnh không?,mình rảnh
3548,đi xem phim nhé?,ok
3549,đi ăn tối với mình đi?,yes
3550,tối nay đi xem bóng đá nhé?,đang bận học bài
3551,đi dạo đi mày?,đang bận
3552,tao thất tình,đi nhậu nhé
3553,muốn yêu con nhỏ đó?,cưa đổ đi
3554,nhỏ đó bao nhiêu tuổi?,nó 21
3555,nhỏ đó đẹp quá?,đừng mơ
3556,muốn tán nhỏ Lan?,nó có người yêu rồi
3557,rãnh thường làm gì ?,"ngủ, đi Café"
3558,chỗ cafe ưa thích?,những quán lề đường.
3559,liệt kê vài tiệm Café ưng ý?,the banned.
3560,có chơi game không?,có nhưng ít khi chơi.
3561,"đang crush 1 bạn, sao đây?",tới thôi.
3562,lúc rảnh thì mày làm gì ?,làm nhiều việc lắm
3563,nói tao nghe được không ?,"xem tivi, chơi game và nghe nhạc"
3564,có đi ra ngoài chơi không ?,bạn rủ tao mới đi
3565,hỏi cái này có chi không vậy ?,để làm khảo sát cho môn tao đang học
3566,không có gì nữa thì thôi nha ?,ok
3567,tâm sự chuyện tình cảm với tao đi ?,cũng được
3568,"tao đang crush 1 bạn, chỉ tao cách bắt chuyện?",dễ mà
3569,học khoa nào ?,khoa lao động công đoàn
3570,gặp ở đâu ?,lúc học thái độ sống 3
3571,kiếm được info chưa?,chưa luôn
3572,Khi rảnh bạn thường làm gì?,chơi game và nghe nhạc
3573,thường chơi game và nghe nhạc ở đâu?,ở nhà
3574,ngoài game và nghe nhạc còn làm gì không?,Nấu ăn
3575,một mình à?,Đúng
3576,Khi rảnh bạn có hay đi ra ngoài chơi không?,Có
3577,khi rảnh bạn có học bài không?,Học bài là bận rồi
3578,Khi rảnh bạn hay nghĩ về ai?,gia đình
3579,Khi yêu thì thích đi chơi ở đâu?,đi ăn cùng người yêu
3580,Vậy khi ăn thì thường ăn những món gì?,"Măn lẩu, món lề đường"
3581,có thường đi chơi xa không?,Có
3582,Người yêu bạn thích nhất hoa gì?,hoa hồng
3583,Người yêu bạn có khó tính không?,không có
3584,mày rãnh hay làm gì,"đi cafe, chơi game"
3585,mày thích đi bơi hông,có chứ
3586,mày có chơi cờ hông,"có, cờ nhân phẩm"
3587,ngày nghĩ mày hay đi đâu chơi không,tao hay đi Đà Lạt
3588,mày có thích sưu tầm gì hông,tao đang sưu tầm lego
3589,chớ có thích làm việc nhà không,tao cũng hay nấu ăn nếu rãnh mày ơi
3590,mày với bồ mày có điểm chung gì,hay đi phượt chung
3591,hai đứa bay có hay đi ăn đêm hông,có chứ
3592,"làm gì mày buồn như thất tình vậy, mới bị đá sao",mới tỏ tình bị từ chối
3593,ê mày con trai như nào mới cua được gái,bên ngoài đẹp trai bên trong nhiều tiền
3594,mày với Bình Nhi đang quen à,friend zone
3595,mày có thích tâm sự với bò mày hông,có hay nói với mấy thằng cùng phòng
3596,Mày thường gì lúc rảnh?,đọc sách.
3597,gì nữa không?,xem phim.
3598,thể loại gì?,khoa học viễn tưởng.
3599,coi ở đâu?,rạp hoặc nhà.
3600,có đi nhà sách không?,thỉnh thoảng.
3601,mua sắm thì sao?,không thường xuyên lắm.
3602,còn đi ăn?,có.
3603,hay đi với ai?,bạn bè.
3604,thích con trai hay con gái?,con trai.
3605,cao hay thấp?,cao.
3606,gì nữa?,học giỏi.
3607,gì nữa không?,ưa nhìn.
3608,về tính cách?,"hiền, ít nói, biết quan tâm."
3609,Khi rảnh bạn thường làm gì?,"đọc truyện, xem videos và chơi game"
3610,Bạn thường ở đâu khi rảnh?,quán cà phê?
3611,Bạn có thường chơi thế thao lúc rảnh không?,đi bơi
3612,Bạn thường chơi thể thao ở đâu?,Ở hồ bơi.
3613,Bạn có đọc sách lúc rảnh chứ?,chưa đọc bao giờ.
3614,Bạn có muốn thử không?,có
